FEEDER,CAPACITY
﻿NU27,0.0
﻿NU29,5500.0
﻿NU30,5496.0
﻿NV21,431.9
﻿NV22,4741.5
﻿NV23,4491.9
﻿NV24,2400.0
﻿NV25,5046.7
﻿NV31,4680.0
﻿NV32,0.0
﻿NV33,4834.8
﻿NV34,2368.5
﻿NV35,0.0
﻿NV51,10107.2
﻿NV52,8382.1
﻿NV53,7228.4
﻿NV54,10479.0
﻿NV55,3667.0
﻿NV61,3819.0
﻿NV62,7602.9
﻿NV63,9031.1
﻿NV64,7147.1
﻿NV65,10742.9
﻿NW21,5500.0
﻿NW22,5500.0
﻿NW23,0.0
﻿NW25,5500.0
﻿NW26,0.0
﻿NW27,2640.0
﻿NW28,0.0
﻿NW29,5414.0
﻿NW30,2685.0
﻿NW31,1570.0
﻿NW32,3313.2
﻿NW33,253.4
﻿NW34,5500.0
﻿NW35,0.0
﻿NW36,4400.0
﻿NW37,4166.6
﻿NW38,1060.0
﻿NW39,3640.0
﻿NW40,1500.0
﻿NX20,734.4
﻿NX21,1180.0
﻿NX22,5487.8
﻿NX23,5500.0
﻿NX24,0.0
﻿NX25,881.9
﻿NX26,5437.0
﻿NX27,2180.6
﻿NX30,0.0
﻿NX31,5500.0
﻿NX32,0.0
﻿NX34,5340.0
﻿NX35,1776.4
﻿NX36,5220.0
﻿NX37,2671.8
﻿NX38,4063.2
﻿NY21,0.0
﻿NY22,4640.0
﻿NY23,0.0
﻿NY24,1390.4
﻿NY25,0.0
﻿NY31,2900.0
﻿NY32,1914.9
﻿NY33,0.0
﻿NY35,2100.3
﻿NY51,9820.0
﻿NY52,9649.3
﻿NY53,10670.6
﻿NY54,8012.1
﻿NY55,11000.0
﻿NY61,5778.4
﻿NY62,8225.4
﻿NY63,10868.0
﻿NY64,9728.0
﻿NY65,5928.7
